"id","altura","peso","IMC","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"14949",14949,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3031.15,2,2
"14950",14950,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3810.08,0,0
"14951",14951,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2820.98,0,0
"14952",14952,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,2985.79,3,0
"14953",14953,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3603.91,3,1
"14954",14954,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3318.44,0,1
"14955",14955,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3274.77,1,2
"14956",14956,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3298.7,2,1
"14957",14957,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,2803.99,0,2
"14958",14958,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Sim",1,2637.63,2,2
"14959",14959,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,3316.76,0,2
"14960",14960,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,3910.85,1,1
"14961",14961,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,3008.43,2,2
"14962",14962,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,3289.55,2,0
"14963",14963,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,2701.5,2,0
"14964",14964,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,3350.52,2,0
"14965",14965,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3455.09,3,1
"14966",14966,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3032.24,1,0
"14967",14967,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2579.49,2,1
"14968",14968,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3001.16,2,2
"14969",14969,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,2625.65,0,2
"14970",14970,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,2902.86,0,0
"14971",14971,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,2277.06,2,2
"14972",14972,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,2864.7,2,2
"14973",14973,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3085.63,2,2
"14974",14974,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2924.85,2,2
"14975",14975,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,2796.89,2,1
"14976",14976,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,3579.38,1,2
"14977",14977,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3516.43,2,1
"14978",14978,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,2452.89,3,1
"14979",14979,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2918.65,3,0
"14980",14980,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2718.2,0,2
"14981",14981,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,2188.54,3,1
"14982",14982,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,3099.34,1,2
"14983",14983,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,2740.42,2,1
"14984",14984,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,3485.64,2,0
"14985",14985,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2365.81,0,1
"14986",14986,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,2906.69,1,1
"14987",14987,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,2967.65,1,1
"14988",14988,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2926.43,2,0
"14989",14989,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3283.29,0,2
"14990",14990,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2696.88,0,1
"14991",14991,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Sim",1,3196.55,1,1
"14992",14992,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,3197.8,2,0
"14993",14993,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3167.75,3,1
"14994",14994,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2509.05,3,0
"14995",14995,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2974.36,1,1
"14996",14996,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,2768.38,3,0
"14997",14997,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2670.02,0,1
"14998",14998,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,2910.83,1,0
"14999",14999,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,2387.4,2,2
"15000",15000,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2663.39,2,2
"15001",15001,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3418.49,2,0
"15002",15002,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2843.23,1,2
"15003",15003,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,3430.14,2,1
"15004",15004,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3333.09,2,1
"15005",15005,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,2771.67,3,2
"15006",15006,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3475.83,0,1
"15007",15007,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,2639.01,3,2
"15008",15008,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3231.04,1,1
"15009",15009,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,3455.65,0,2
"15010",15010,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,3130.32,0,2
"15011",15011,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3258.06,2,0
"15012",15012,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2867.66,2,1
"15013",15013,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,3172.17,1,2
"15014",15014,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3057.92,3,1
"15015",15015,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3177.22,1,1
"15016",15016,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3402.94,2,2
"15017",15017,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,3298.46,1,1
"15018",15018,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3171.9,1,0
"15019",15019,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3385.28,3,1
"15020",15020,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2774.71,3,2
"15021",15021,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,2786.64,2,0
"15022",15022,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3746.35,2,1
"15023",15023,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3276.42,2,0
"15024",15024,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3269.73,1,0
"15025",15025,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3178.78,2,1
"15026",15026,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,2506.77,1,2
"15027",15027,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3386.17,0,1
"15028",15028,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,3048.17,1,2
"15029",15029,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2752.61,1,2
"15030",15030,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2921.08,0,0
"15031",15031,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,2999.16,1,2
"15032",15032,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3378.35,2,1
"15033",15033,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3356.1,3,1
"15034",15034,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3195.39,3,1
"15035",15035,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,3061.2,1,0
"15036",15036,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3803.33,1,0
"15037",15037,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,3329.12,1,0
"15038",15038,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2867.15,1,2
"15039",15039,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,2217.94,1,1
"15040",15040,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,3234.48,2,1
"15041",15041,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3474.56,1,2
"15042",15042,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3529.95,1,1
"15043",15043,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3428.49,1,1
"15044",15044,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,3009.61,1,2
"15045",15045,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,3961.58,0,0
"15046",15046,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2738.37,3,0
"15047",15047,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3044.54,3,2
"15048",15048,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3066.95,2,0
"15049",15049,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,2937.09,1,0
"15050",15050,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3134.68,3,1
"15051",15051,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2561.14,1,2
"15052",15052,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Sim",1,3076.34,1,2
"15053",15053,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3783.72,2,0
"15054",15054,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3721,2,2
"15055",15055,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,3211.34,0,1
"15056",15056,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3522.92,3,0
"15057",15057,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,4196.63,1,0
"15058",15058,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2988.34,3,2
"15059",15059,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2728.35,2,0
"15060",15060,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3109.25,0,2
"15061",15061,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3436.5,2,1
"15062",15062,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2282.14,2,0
"15063",15063,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,2902.72,0,2
"15064",15064,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2946.6,2,2
"15065",15065,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,3091.29,1,2
"15066",15066,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,3467.45,3,0
"15067",15067,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3467.43,0,1
"15068",15068,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,3025.49,2,0
"15069",15069,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,2329.64,1,1
"15070",15070,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3843.34,1,1
"15071",15071,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2831.19,1,1
"15072",15072,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3209.48,2,1
"15073",15073,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3184.8,3,2
"15074",15074,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3140.21,2,2
"15075",15075,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3092.81,2,2
"15076",15076,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,2571.7,1,1
"15077",15077,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,2803.2,0,2
"15078",15078,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2368.21,1,2
"15079",15079,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2371.94,2,1
"15080",15080,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3191.95,3,1
"15081",15081,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3500.46,2,2
"15082",15082,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,3664.01,3,0
"15083",15083,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2652.94,2,1
"15084",15084,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,3091.84,3,1
"15085",15085,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,2742.19,2,1
"15086",15086,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3370.43,0,0
"15087",15087,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,2233.41,3,2
"15088",15088,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2165.13,1,2
"15089",15089,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2040.52,0,2
"15090",15090,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2658.29,2,0
"15091",15091,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3088.23,1,0
"15092",15092,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3322.98,2,2
"15093",15093,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,3248.26,2,2
"15094",15094,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,2800.22,1,2
"15095",15095,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2878.64,2,2
"15096",15096,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3544.46,2,1
"15097",15097,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,3273.09,1,0
"15098",15098,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,2651.34,2,1
"15099",15099,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2648.8,1,2
"15100",15100,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,2965.18,2,0
"15101",15101,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,3309.16,3,0
"15102",15102,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,2879.32,2,1
"15103",15103,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Sim",1,3938.47,2,0
"15104",15104,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2603.74,0,2
"15105",15105,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2704.42,2,2
"15106",15106,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3690.17,2,0
"15107",15107,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3166.61,1,0
"15108",15108,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2277.78,0,0
"15109",15109,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Sim",1,2957.98,3,2
"15110",15110,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,3138.27,1,2
"15111",15111,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2764.67,2,1
"15112",15112,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2979.36,0,1
"15113",15113,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,3033.81,0,1
"15114",15114,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,2485.25,0,0
"15115",15115,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,2330.78,1,0
"15116",15116,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,3722.74,1,0
"15117",15117,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,2839.43,1,2
"15118",15118,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3002.63,3,0
"15119",15119,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3856.82,3,0
"15120",15120,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Sim",1,2998.67,3,0
"15121",15121,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,3335.25,2,0
"15122",15122,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3362.47,3,0
"15123",15123,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3041.26,2,1
"15124",15124,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2795.15,3,2
"15125",15125,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2786.73,1,1
"15126",15126,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3569.65,1,2
"15127",15127,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Sim",1,3195.75,2,0
"15128",15128,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3683.03,1,1
"15129",15129,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,3427.19,0,0
"15130",15130,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3187.35,3,2
"15131",15131,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3022.81,0,1
"15132",15132,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3593.17,1,0
"15133",15133,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,2404.52,1,2
"15134",15134,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,3064.53,2,1
"15135",15135,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,3605.69,3,1
"15136",15136,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2533.79,3,2
"15137",15137,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3129.88,2,2
"15138",15138,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,2792.7,0,2
"15139",15139,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2399.66,2,0
"15140",15140,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,2817.55,1,1
"15141",15141,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Sim",1,2917.13,3,1
"15142",15142,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3497.08,1,2
"15143",15143,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2824.44,2,0
"15144",15144,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,3307.56,1,2
"15145",15145,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,2907.91,3,2
"15146",15146,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3330.62,0,2
"15147",15147,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2819.11,2,2
"15148",15148,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,2474.06,2,2
"15149",15149,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3123.82,1,2
"15150",15150,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,1960.51,2,1
"15151",15151,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3780.67,3,2
"15152",15152,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2465.8,0,2
"15153",15153,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2870.34,1,1
"15154",15154,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3095.29,2,0
"15155",15155,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2964.42,0,0
"15156",15156,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,3014.55,3,0
"15157",15157,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,2697.98,2,1
"15158",15158,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2853.33,1,1
"15159",15159,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,2970.84,0,0
"15160",15160,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,3553.95,0,0
"15161",15161,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2993.51,0,1
"15162",15162,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2534.47,2,2
"15163",15163,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2548.76,2,0
"15164",15164,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,2795,2,2
"15165",15165,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,2948.86,0,2
"15166",15166,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3078.12,0,1
"15167",15167,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3062.71,2,1
"15168",15168,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,2651.04,3,1
"15169",15169,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2081.7,0,2
"15170",15170,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2857.56,0,0
"15171",15171,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2230.25,3,1
"15172",15172,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3290.63,1,2
"15173",15173,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,3068.08,1,0
"15174",15174,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3570.8,0,0
"15175",15175,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2538.25,3,2
"15176",15176,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,3296.33,2,2
"15177",15177,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2778.64,1,2
"15178",15178,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,2739.61,2,2
"15179",15179,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,3401.12,1,0
"15180",15180,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2325.21,1,1
"15181",15181,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,3517.63,0,2
"15182",15182,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,2457.96,2,2
"15183",15183,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,2879.42,3,1
"15184",15184,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Sim",1,3179,1,2
"15185",15185,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3251.68,1,1
"15186",15186,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2377.57,3,2
"15187",15187,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,2900.48,1,2
"15188",15188,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Sim",1,3550.54,0,2
"15189",15189,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,2983.79,2,2
"15190",15190,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3059.22,2,2
"15191",15191,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,2422.06,1,1
"15192",15192,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,2993.48,0,2
"15193",15193,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,2739.29,1,0
"15194",15194,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3119.02,1,2
"15195",15195,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,2955.47,0,0
"15196",15196,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3411.74,0,2
"15197",15197,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2609.02,0,2
"15198",15198,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,2305.56,0,2
"15199",15199,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3436.76,1,0
"15200",15200,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2395.19,2,2
"15201",15201,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,3666.46,0,2
"15202",15202,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Sim",1,2604.86,1,0
"15203",15203,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3089.21,1,1
"15204",15204,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,2749.29,0,0
"15205",15205,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,2958.44,2,1
"15206",15206,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,3685.12,1,2
"15207",15207,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,3166.75,1,2
"15208",15208,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3249.62,3,1
"15209",15209,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,3151.83,3,0
"15210",15210,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,3373.94,3,2
"15211",15211,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3022.91,0,1
"15212",15212,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,3277.17,2,0
"15213",15213,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3035.35,1,1
"15214",15214,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,3074.22,1,0
"15215",15215,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3364.22,1,2
"15216",15216,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,2155.87,2,2
"15217",15217,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2562.62,1,2
"15218",15218,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2738.41,0,1
"15219",15219,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Sim",1,2340.78,2,1
"15220",15220,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3119.71,3,2
"15221",15221,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,3504.67,0,1
"15222",15222,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,2856.83,1,2
"15223",15223,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2543.43,1,1
"15224",15224,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,2395.83,1,0
"15225",15225,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3245.36,0,1
"15226",15226,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3088.47,3,0
"15227",15227,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,2971.55,0,2
"15228",15228,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,3043.63,1,2
"15229",15229,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,2398.3,0,0
